Name,Address,Latitude,Longitude,Description,URL
미영이네 본점,제주특별자치도 서귀포시 대정읍 하모항구로 42 1층 (대정읍 하모리),33.21774364,126.24982886,,https://map.kakao.com/?itemId=9006988
연돈,제주특별자치도 서귀포시 색달로 10 2층 (색달동),33.25885061,126.40610888,,https://map.kakao.com/?itemId=1890778114
한라산1100고지,제주특별자치도 서귀포시 색달동 산 1-2,33.35807817,126.46221969,,https://map.kakao.com/?itemId=13561566
서우봉,제주특별자치도 제주시 조천읍 함덕리 169-3,33.54584246,126.67758804,,https://map.kakao.com/?itemId=25280784
올래국수 본점,제주특별자치도 제주시 귀아랑길 24 1층 (연동),33.49150718,126.49731463,,https://map.kakao.com/?itemId=1387964178
리보스코화덕피자,제주특별자치도 제주시 수목원길 27 (연동),33.46944434343961,126.48785908504806,,https://map.kakao.com/?itemId=1923949718
협재해수욕장,제주특별자치도 제주시 한림읍 협재리,33.39431269,126.23965237,,https://map.kakao.com/?itemId=8159415
쉼표,제주특별자치도 제주시 한림읍 한림로 359 1-2층 (한림읍 협재리),33.39520983,126.24187161,,https://map.kakao.com/?itemId=20465427
함덕해수욕장,제주 제주시 조천읍 조함해안로 525 (조천읍 함덕리),33.54306157,126.66923893,,https://map.kakao.com/?itemId=8148451
소천지,제주특별자치도 서귀포시 보목동 1400,33.23956913,126.5920908,,https://map.kakao.com/?itemId=26818966
원앙폭포,제주 서귀포시 돈내코로 137 (상효동),33.30017689,126.58132967,,https://map.kakao.com/?itemId=12545248
청굴물,제주 제주시 구좌읍 김녕리 1296,33.55829187,126.75115746,,https://map.kakao.com/?itemId=17754603
연돈,제주 서귀포시 일주서로 968-10 1층 (색달동),33.25889529,126.40715815,,https://map.kakao.com/?itemId=1890778114
섭지코지,제주 서귀포시 성산읍 섭지코지로 107 (성산읍 고성리),33.42393807,126.93060924,,https://map.kakao.com/?itemId=8413659
